"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"Globals","0","2852","0","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","16","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","24","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","10","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","0","2","1","0.000000","0","0"
"/OculusVR/Materials/OculusMR_OpaqueColoredMaterial.OculusMR_OpaqueColoredMaterial","0","0","2","1","0.000000","0","0"
"/OculusVR/Materials/OculusMR_ChromaKey.OculusMR_ChromaKey","0","0","8","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","4","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","70","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","96","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/WireframeMaterial.WireframeMaterial","0","0","598","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/VertexColorMaterial.VertexColorMaterial","0","0","90","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","123","1","0.000000","0","0"
"/Engine/ArtTools/RenderToTexture/Materials/Debug/M_Emissive_Color.M_Emissive_Color","0","0","2","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","15","16","1","4.243589","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","62","2","0.000000","0","0"
"/OculusVR/Materials/PokeAHoleMaterial.PokeAHoleMaterial","0","0","8","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","8","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","24","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","74","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","52","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","44","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","871","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","35","1","0.000000","0","0"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/17_-_Default.17_-_Default","0","48","48","2","26.069946","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","2","2","1","1.197794","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","75","75","1","40.999302","0","0"
"/Engine/MapTemplates/Materials/BasicAsset03.BasicAsset03","0","0","21","1","0.000000","0","0"
"/Engine/MapTemplates/Materials/BasicAsset01.BasicAsset01","0","0","33","1","0.000000","0","0"
"/Game/AdvancedLocomotionV4/Props/Materials/AK-47/AK-47_Material_Master.AK-47_Material_Master","0","34","36","1","17.450272","0","0"
"/Game/AdvancedLocomotionV4/Props/Materials/M_Prop.M_Prop","0","24","24","1","13.118937","0","0"
"/Game/AdvancedLocomotionV4/Props/Meshes/Backpack/M_Backpack.M_Backpack","0","24","24","1","12.972408","0","0"
"/Game/Game/Materials/binoculars_Post_Process.binoculars_Post_Process","0","4","4","1","1.538927","0","0"
"/Game/Game/Materials/Surace_Types/Wood.Wood","0","24","24","1","21.038431","0","0"
"/Game/Game/Materials/UI/Bilboard_Input_Key_Txt-Mat.Bilboard_Input_Key_Txt-Mat","0","15","15","1","4.867554","0","0"
"/Game/Game/Materials/M_CustomMoveZone.M_CustomMoveZone","0","12","12","1","6.904109","0","0"
"/Game/AdvancedLocomotionV4/Props/Materials/AS-50/AS-50_Material_Master.AS-50_Material_Master","0","34","36","1","24.325241","0","0"
"/Game/AdvancedLocomotionV4/Props/Materials/aa-50_beowulf/aa-50-beowulf_Material_Master.aa-50-beowulf_Material_Master","0","34","36","1","23.580091","0","0"
"/Game/AdvancedLocomotionV4/Props/Materials/Famas/Famas_Material_Master.Famas_Material_Master","0","24","24","1","17.634256","0","0"
"/Game/AdvancedLocomotionV4/CharacterAssets/MannequinSkeleton/Materials/M_AnimMan_Eyes.M_AnimMan_Eyes","0","48","48","1","23.753305","0","0"
"/Game/AdvancedLocomotionV4/CharacterAssets/MannequinSkeleton/Materials/M_AnimMan_Default.M_AnimMan_Default","0","48","48","1","22.047558","0","0"
"/Game/Game/Materials/UI/Time_To_Reaction_ForAI-Material.Time_To_Reaction_ForAI-Material","0","15","15","1","3.103237","0","0"
"/Game/Game/Materials/Props/Decal_Hole_Master.Decal_Hole_Master","0","31","31","1","14.649665","0","0"
"/Game/Game/Materials/Gun_Fire_mat.Gun_Fire_mat","0","90","90","1","44.253628","0","0"
"/Game/Game/Materials/Invisible_Material.Invisible_Material","0","42","46","1","11.615715","0","0"
"/Game/Game/Materials/Props/Valve_Wheel_Mat_Master.Valve_Wheel_Mat_Master","0","12","12","1","6.439426","0","0"
"/Game/Game/Materials/UI/Bliboard_KeyInput_Mat.Bliboard_KeyInput_Mat","0","28","30","1","8.292912","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","0","30","1","0.000000","0","0"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/Turn_Signal_Material.Turn_Signal_Material","0","24","24","1","11.720937","0","0"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/Tire_Master.Tire_Master","0","34","36","1","15.518668","0","0"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/STOP_Backward_Light_Mat.STOP_Backward_Light_Mat","0","24","24","1","11.630135","0","0"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/Steel_Master.Steel_Master","0","34","36","1","16.807379","0","0"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/Mirrors_Master.Mirrors_Master","0","24","24","1","11.019808","0","0"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/jeep_whipers-R.jeep_whipers-R","0","24","24","1","11.668100","0","0"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/jeep_whipers-L.jeep_whipers-L","0","24","24","1","11.716577","0","0"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/jeep_whipers-B.jeep_whipers-B","0","24","24","1","11.551587","0","0"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/jeep-wheel-insid.jeep-wheel-insid","0","24","24","1","11.035375","0","0"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/jeep-wheel-discs.jeep-wheel-discs","0","24","24","1","11.487983","0","0"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/jeep-chrome.jeep-chrome","0","24","24","1","11.837496","0","0"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/jeep-black.jeep-black","0","24","24","1","11.552936","0","0"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/Inside_Master.Inside_Master","0","34","36","1","22.482388","0","0"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/Glass_Material_Master.Glass_Material_Master","0","64","64","1","167.498993","0","0"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/Forward_Lights_1.Forward_Lights_1","0","24","24","1","14.165724","0","0"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/black.black","0","24","24","1","13.492042","0","0"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/Backward_Lights_2.Backward_Lights_2","0","24","24","1","16.220427","0","0"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/Armchair_fabric_Master.Armchair_fabric_Master","0","34","36","1","16.077757","0","0"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/09_-_Default.09_-_Default","0","24","24","1","11.068567","0","0"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/08_-_Default_001.08_-_Default_001","0","24","24","1","11.143708","0","0"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/14_-_Default.14_-_Default","0","24","24","1","11.129531","0","0"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/08_-_Default.08_-_Default","0","24","24","1","11.530365","0","0"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/04_-_Default.04_-_Default","0","24","24","1","11.508888","0","0"
"/Game/Game/Materials/UI/Radio_Screen.Radio_Screen","0","28","30","1","8.270679","0","0"
"/Game/Game/Materials/UI/Radio_Button1.Radio_Button1","0","28","30","1","8.217901","0","0"
"/Game/Game/Materials/UI/Key_Input_BP.Key_Input_BP","0","28","30","1","8.163050","0","0"
"/Game/Game/Vehicle_System/Jeep_Mesh/Inside_Detail_Meshs/Dash-SmallClock.Dash-SmallClock","0","17","18","1","9.468419","0","0"
"/Game/Game/Vehicle_System/Jeep_Mesh/Inside_Detail_Meshs/Dash-Clock1.Dash-Clock1","0","17","18","1","9.302954","0","0"
"/Game/Game/Vehicle_System/Jeep_Mesh/Inside_Detail_Meshs/Dash-Clock-R.Dash-Clock-R","0","17","18","1","9.418399","0","0"
"/Game/Game/Vehicle_System/Jeep_Mesh/Inside_Detail_Meshs/Arrow_Mat.Arrow_Mat","0","17","18","1","9.149790","0","0"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/Light_Function.Light_Function","0","17","17","1","4.007956","0","0"
"/Game/Game/Vehicle_System/Jeep_Mesh/Inside_Detail_Meshs/Details.Details","0","12","12","1","7.113703","0","0"
"/Game/Game/Vehicle_System/Jeep_Mesh/Inside_Detail_Meshs/DashBoard_Base.DashBoard_Base","0","12","12","1","7.175396","0","0"
"/Game/Game/Vehicle_System/Jeep_Mesh/Inside_Detail_Meshs/GearUp_Arrow_MAt.GearUp_Arrow_MAt","0","33","35","1","14.793310","0","0"
"/Game/Game/Vehicle_System/Jeep_Mesh/Inside_Detail_Meshs/DashBoard_Lights_Info.DashBoard_Lights_Info","0","17","18","1","9.432790","0","0"
"/Game/Game/Vehicle_System/Jeep_Mesh/Inside_Detail_Meshs/DashBoard_Lights_Info2.DashBoard_Lights_Info2","0","17","18","1","9.362801","0","0"
"/Game/Game/Materials/Props/Chest_Material_Master.Chest_Material_Master","0","17","18","1","9.471528","0","0"
"/Game/AdvancedLocomotionV4/Props/Materials/M_Prop_Hook_Material.M_Prop_Hook_Material","0","30","32","1","13.745680","0","0"
"/Game/AdvancedLocomotionV4/Props/Materials/M_Prop_Rope_Material.M_Prop_Rope_Material","0","20","22","1","9.903004","0","0"
"/Game/Game/Materials/Props/FXBullet_Material.FXBullet_Material","0","12","12","1","7.315473","0","0"
"/Game/Game/Materials/M_Bullet.M_Bullet","0","21","21","1","11.472208","0","0"
"/Game/Game/Materials/M_HeatDistortion_mesh.M_HeatDistortion_mesh","0","120","120","1","55.077686","0","0"
"/Game/Game/Materials/M_Ember.M_Ember","0","24","24","1","8.228359","0","0"
"/Game/Game/Materials/M_smoke.M_smoke","0","84","84","1","42.151997","0","0"
"/Game/Game/Materials/M_FireBall_01.M_FireBall_01","0","24","24","1","7.919910","0","0"
"/Game/Game/Materials/M_ExplosionShapes_burst.M_ExplosionShapes_burst","0","24","24","1","7.936556","0","0"
"/Game/Game/Materials/M_debris_SUB.M_debris_SUB","0","84","84","1","40.861897","0","0"
"/Game/Game/Materials/M_Burst_add.M_Burst_add","0","30","30","1","10.120379","0","0"
"/Game/Game/Materials/M_smoke_dirlit_01.M_smoke_dirlit_01","0","84","84","1","43.245892","0","0"
"/Game/Game/Materials/M_smoke_bomb__1.M_smoke_bomb__1","0","84","84","1","43.412766","0","0"
"/Game/Game/Materials/M_scorch.M_scorch","0","91","91","1","42.515373","0","0"
"/Engine/EngineMaterials/DefaultParticle.DefaultParticle","0","0","138","1","0.000000","0","0"
"/Game/Game/Materials/M_FireFlame_01.M_FireFlame_01","0","24","24","1","8.799146","0","0"
"/Game/Game/Materials/ShotParticle.ShotParticle","0","48","48","1","17.583603","0","0"
"/Game/Game/Materials/UI/Bullets_Icon_Mat.Bullets_Icon_Mat","0","28","30","1","7.496330","0","0"
"/Game/Game/Materials/UI/Viewfinder-MasterMaterial.Viewfinder-MasterMaterial","0","15","15","1","4.408826","0","0"
"/Game/Game/Materials/UI/Health_Bar_mat.Health_Bar_mat","0","15","15","1","4.152306","0","0"
"/Game/Game/Materials/UI/UI_BG_Gradient.UI_BG_Gradient","0","15","15","1","4.511442","0","0"
"/Game/AdvancedLocomotionV4/CharacterAssets/MannequinSkeleton/Materials/M_Mannequin_Logo.M_Mannequin_Logo","0","64","68","1","22.142117","0","0"
"/Game/AdvancedLocomotionV4/CharacterAssets/MannequinSkeleton/Materials/M_Mannequin_Body.M_Mannequin_Body","0","24","24","1","11.153522","0","0"
"/Game/Game/Materials/UI/Hook_Point_Widget_Mat.Hook_Point_Widget_Mat","0","15","15","1","4.976737","0","0"
"/Game/Game/Materials/Props/Environment_Mat_Master.Environment_Mat_Master","0","52","54","2","30.528851","0","0"
"/Game/AdvancedLocomotionV4/Props/Meshes/Knife/M_Knife_Master.M_Knife_Master","0","12","12","1","7.093832","0","0"
"/Game/AdvancedLocomotionV4/Props/Meshes/Axe/M_Axe_Material.M_Axe_Material","0","12","12","1","6.701360","0","0"
"/Game/Game/Materials/Demo/M_grass_Interaction.M_grass_Interaction","0","92","96","1","45.868694","0","0"
"/Game/Game/Materials/Props/M_Ground.M_Ground","0","21","21","1","11.816152","0","0"
"/Game/AdvancedLocomotionV4/Environment/Materials/M_Object.M_Object","0","54","54","1","24.532606","0","0"
"/Game/AdvancedLocomotionV4/Environment/Materials/M_Tiles.M_Tiles","0","21","21","1","28.895298","46","46"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Game/Game/Materials/Surace_Types/Ground.Ground","0","51","51","1","17.842270","0","0"
"/Game/Game/Materials/Surace_Types/Snow.Snow","0","51","51","1","17.846365","0","0"
"/Game/Game/Materials/Surace_Types/Sand.Sand","0","51","51","1","18.122126","0","0"
"/Game/Game/Materials/Surace_Types/Grass.Grass","0","51","51","1","17.060286","0","0"
"/Game/Game/Materials/Props/Objects_Mateerial_Master.Objects_Mateerial_Master","0","17","18","1","9.502620","0","0"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/jeep-tire-bmp_002.jeep-tire-bmp_002","0","33","33","1","16.324581","0","0"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/15_-_Default.15_-_Default","0","33","33","1","16.610718","0","0"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/04_-_Default_001.04_-_Default_001","0","33","33","1","16.058014","0","0"
"/Game/Game/Materials/Props/M_Wall.M_Wall","0","21","21","1","12.422195","0","0"
"/Game/Game/Dynamic_Sky_System/Materials/M_GoodSky_Sun_Stars.M_GoodSky_Sun_Stars","0","2","2","1","1.065097","0","0"
"/Game/Game/Dynamic_Sky_System/Materials/M_GoodSky_Base.M_GoodSky_Base","0","2","2","1","1.047162","0","0"
"/Game/Game/Dynamic_Sky_System/Materials/M_GoodSky_Sun_Stars_Moon.M_GoodSky_Sun_Stars_Moon","0","8","8","1","4.156991","0","0"
"/Game/GoodSky/Source/ArrowTool/M_GoodSky_Sun_Emissive.M_GoodSky_Sun_Emissive","0","8","8","1","3.578048","0","0"
"/Game/GoodSky/Source/ArrowTool/M_GoodSky_SkyRing_.M_GoodSky_SkyRing_","0","21","23","1","7.144677","0","0"
"/Game/Game/Dynamic_Sky_System/Materials/M_GoodSky_Storm.M_GoodSky_Storm","0","2","2","1","1.065920","0","0"
"/Game/Game/Dynamic_Sky_System/Materials/M_GoodSky_Moon.M_GoodSky_Moon","0","2","2","1","1.052137","0","0"
"/Game/AdvancedLocomotionV4/Environment/Text/M_OutlinedText.M_OutlinedText","0","33","35","1","13.801216","0","0"
"/Game/Game/Materials/ShotParticle1.ShotParticle1","0","48","48","1","18.275423","0","0"
"/Game/Game/Materials/Cliff_Material.Cliff_Material","0","12","12","1","6.739793","0","0"
"/Game/Game/Materials/UI/Viewfinder-Mat.Viewfinder-Mat","0","15","15","1","4.307177","0","0"
"/Game/Game/Materials/Surace_Types/Surface_TYpe_Test.Surface_TYpe_Test","0","12","12","1","5.868254","0","0"
"/Game/Game/Materials/ShotDust.ShotDust","0","90","90","1","41.140915","0","0"
"/Game/Game/Materials/M_smoke_noise.M_smoke_noise","0","84","84","1","42.972321","0","0"
"/Game/Game/Materials/BlobTest.BlobTest","0","28","28","1","34.609093","0","0"
"/Game/AdvancedLocomotionV4/Props/Materials/Wireframe_Material.Wireframe_Material","0","29","31","1","11.768777","0","0"
