"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/Game/Materials/M_ClimbingHold.M_ClimbingHold","0","14","2","1","22.693035","0","62"
"/Game/Game/Materials/M_Bullet.M_Bullet","0","23","1","1","34.851593","0","177"
"/Game/Game/Materials/Invisible_Material.Invisible_Material","0","34","1","1","40.966412","0","339"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","0","4","1","0.000000","0","0"
"/Game/AdvancedLocomotionV4/VehiclesMesh/SportCar/Materials/M_SportsCar_Lights.M_SportsCar_Lights","0","52","3","1","405.282684","0","204"
"/Game/AdvancedLocomotionV4/VehiclesMesh/Pickup/Materials/krmlghtbdy85_body_001.krmlghtbdy85_body_001","0","14","4","1","21.395699","0","43"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","0","0","63","1","0.000000","0","0"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","0","0","104","1","0.000000","0","0"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","0","0","63","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","9","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","28","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","9","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","43","1","0.000000","0","0"
"/Game/GoodSky/Source/ArrowTool/M_GoodSky_Sun_Emissive.M_GoodSky_Sun_Emissive","0","9","2","1","9.091096","0","21"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/Mirrors_Master.Mirrors_Master","0","28","28","1","32.589775","0","29"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/Light_Function.Light_Function","0","43","43","1","27.046362","0","43"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/jeep_whipers-R.jeep_whipers-R","0","28","10","1","33.695343","0","290"
"/Game/Game/Vehicle_System/Jeep_Mesh/Materials/jeep_whipers-L.jeep_whipers-L","0","28","3","1","38.257626","0","406"
